Empleado,Edad,Genero,Pais,Funcion Laboral,Departamento,A�os en la Empresa,Hs de Trabajo x Semana,Trabajo Remoto,Nivel de Agotamiento,Satisfaccion Laboral,Nivel de Stres,Puntuacion de Productividad,Hs de Sue�o,Hs. De actividad Fisica,Tiempo de Viaje,Tiene apoyo para la salud Mental,Puntacion del Gerente,Tiene Acceso a Terapia,Dias libres de Salud Mental,Rango Salarial,Puntuacion de equilibrio entre vida laboral y personal,Tama�o del Equipo,Puntuacion de crecimiento personal,Riesgo de Agotamiento
1144,27,Prefer not to say,Canada,Customer Support,Support,15,48,Hybrid,6.41,5.71,4.99,3.28,5.6,6.6,64,FALSE,1.94,TRUE,0,80K-100K,7.04,33,1.97,FALSE
1145,29,Female,UK,HR Specialist,Support,20,43,Hybrid,2.29,8.96,4.75,5.64,5.1,3.8,70,FALSE,3.82,TRUE,1,<40K,9.82,5,1.74,FALSE
1146,48,Female,Australia,Project Manager,Sales,3,45,Yes,9.11,5.97,3.94,9.97,8.3,3.5,66,TRUE,7.02,TRUE,9,80K-100K,5.79,48,2.62,TRUE
1147,30,Male,Australia,Customer Support,Sales,18,51,Yes,2.57,6.55,3.58,8.24,5,1.1,89,TRUE,2.82,FALSE,2,60K-80K,7.17,6,2.15,FALSE
1148,58,Non-binary,Brazil,Customer Support,Sales,16,46,No,4.18,9.17,8.94,7.57,7.3,0.4,79,FALSE,8.99,FALSE,1,60K-80K,4.12,4,5.46,FALSE
1149,54,Prefer not to say,Canada,Software Engineer,Engineering,12,56,Hybrid,4.38,7.44,2.46,5.07,8.8,8.4,79,TRUE,3.6,FALSE,3,100K+,3.69,42,4.13,FALSE
1150,45,Female,UK,Data Scientist,HR,0,33,Yes,5.03,7.26,2.63,3.81,7.5,4.9,43,FALSE,3.98,FALSE,7,40K-60K,4.02,43,8.57,FALSE
1151,36,Prefer not to say,USA,Sales Associate,HR,11,42,Yes,8.11,6.28,6.15,8.7,5.3,5.6,104,TRUE,2.96,TRUE,2,100K+,1.35,34,8.93,TRUE
1152,53,Male,USA,Marketing Manager,Marketing,3,37,Hybrid,8.22,6.7,4.09,6.11,5.4,3.7,13,TRUE,3.28,FALSE,3,<40K,3.56,29,5.26,TRUE
1153,53,Female,Canada,Software Engineer,HR,10,48,No,7.48,8.23,4.79,8.32,4.5,1.4,107,FALSE,1.67,TRUE,1,<40K,2.56,21,9,TRUE
1154,45,Male,UK,HR Specialist,HR,4,34,No,1.2,9.81,8.26,5.39,7.4,4.5,89,FALSE,3.65,FALSE,0,60K-80K,5.12,26,5.05,FALSE
1155,33,Prefer not to say,UK,IT Admin,Sales,1,31,No,6.08,8.16,9.13,7.79,6.6,2.3,90,TRUE,8.74,FALSE,7,40K-60K,5.15,32,6.78,FALSE
1156,23,Male,India,Customer Support,Marketing,16,44,No,7.73,7.37,8.11,8.81,5,8.4,56,FALSE,7.2,FALSE,6,100K+,7.89,22,2.46,TRUE
1157,24,Prefer not to say,Australia,HR Specialist,Sales,7,31,Yes,5,2.22,3.11,4.52,5.1,9.9,47,FALSE,8.88,TRUE,9,40K-60K,5.52,41,1.47,FALSE
1158,58,Male,Germany,Customer Support,Sales,5,40,Hybrid,9.5,8.35,9.82,1.12,4,8.9,16,TRUE,1.94,TRUE,1,60K-80K,5.17,14,2.44,TRUE
1159,38,Prefer not to say,Brazil,Data Scientist,Marketing,20,42,Hybrid,8.41,7.62,4.27,3.29,8.9,5.3,43,FALSE,5.1,TRUE,7,80K-100K,3.08,34,3.27,TRUE
1160,23,Non-binary,Canada,IT Admin,Engineering,8,52,Yes,6.74,7.93,2.52,9.23,8.1,6.3,3,FALSE,3.06,TRUE,9,60K-80K,8.67,37,7.76,FALSE
1161,23,Male,Germany,Data Scientist,Support,12,39,Yes,1.56,3.08,5.5,7.19,6,9.5,80,FALSE,7.49,FALSE,2,60K-80K,1.82,44,2.56,FALSE
1162,49,Male,Germany,Sales Associate,Marketing,10,32,Yes,6.87,9.13,7.53,7.63,8.7,5.4,96,FALSE,9.73,FALSE,6,40K-60K,9.84,1,2.18,FALSE
1163,44,Non-binary,Canada,Marketing Manager,Engineering,15,34,Hybrid,9.2,1.88,1.75,3.93,7.4,6.4,29,TRUE,8.34,FALSE,0,<40K,5.28,32,9.35,TRUE
1164,58,Non-binary,UK,Sales Associate,Engineering,15,32,Hybrid,4.42,3.28,6.71,7.31,7.8,6.3,84,TRUE,1.32,FALSE,2,80K-100K,2.67,32,7.2,FALSE
1165,53,Male,Canada,Data Scientist,Marketing,1,35,Hybrid,8.54,6.97,8.72,6.82,7.4,7.1,80,TRUE,3.85,TRUE,8,80K-100K,4.19,24,5.26,TRUE
1166,54,Non-binary,Germany,Data Scientist,Marketing,9,42,No,3.82,7.06,3.36,2.61,7.8,6.4,74,TRUE,1.26,TRUE,3,<40K,1.14,44,1.85,FALSE
1167,22,Female,Australia,HR Specialist,Marketing,11,39,Yes,6.13,3.82,7.24,9.72,4.9,6.7,114,TRUE,1.36,TRUE,0,40K-60K,2.5,21,8.67,FALSE
1168,40,Prefer not to say,Brazil,Data Scientist,IT,7,48,Yes,6.84,7.31,4.6,4.19,6.8,7.3,54,FALSE,1.72,FALSE,5,40K-60K,4.02,12,1.97,FALSE
1169,23,Prefer not to say,Brazil,IT Admin,Sales,10,37,Yes,7.1,4.49,4.73,3.96,8.2,8.1,29,FALSE,3.49,FALSE,0,<40K,5.99,20,6.5,TRUE
1170,47,Prefer not to say,Australia,IT Admin,Marketing,9,47,Hybrid,8.94,1,3.53,4.32,4.1,4,17,FALSE,3.74,FALSE,9,100K+,2.17,37,7.01,TRUE
1171,53,Female,Australia,Project Manager,Sales,12,32,Yes,3.11,2.46,6.62,1.83,4.6,7.5,83,TRUE,4.6,FALSE,0,40K-60K,7.08,20,4.6,FALSE
1172,27,Non-binary,UK,Customer Support,IT,16,53,Yes,3.36,8.94,4.25,6.62,5.2,1,97,TRUE,4.64,FALSE,1,<40K,8.6,2,9.2,FALSE
1173,53,Non-binary,USA,Software Engineer,IT,6,53,No,7.34,3,8.48,3.15,5.5,8.8,104,TRUE,7.94,FALSE,2,100K+,6.15,14,1.46,TRUE
1174,25,Male,Canada,Data Scientist,Marketing,2,46,Hybrid,2.59,2.02,9.67,8.23,4.9,2.9,91,FALSE,2.27,FALSE,1,60K-80K,3.67,17,8.36,FALSE
1175,32,Non-binary,Brazil,Sales Associate,HR,19,37,Yes,5.18,7.14,9.42,4.55,7.1,4,72,FALSE,2.42,TRUE,7,80K-100K,2.09,24,5.98,FALSE
1176,38,Male,Australia,Marketing Manager,Marketing,12,39,Hybrid,1.18,4.97,2.47,5.13,5.5,8,43,FALSE,6.64,TRUE,5,<40K,1.14,30,6.5,FALSE
1177,59,Female,Canada,Customer Support,Support,18,31,Hybrid,2.27,8.17,1.13,6.82,4.8,6.4,61,TRUE,6.15,FALSE,0,40K-60K,7.59,15,9.88,FALSE
1178,45,Prefer not to say,Brazil,Customer Support,Sales,6,41,Hybrid,7.11,8.75,4.95,7.86,8.5,3.1,30,TRUE,2.39,FALSE,5,80K-100K,6.66,49,6.24,TRUE
1179,26,Prefer not to say,Australia,Marketing Manager,Engineering,8,52,No,7.73,8.61,7.56,3.08,7.5,2.3,108,FALSE,8.67,FALSE,0,100K+,5.29,34,8.17,TRUE
1180,55,Prefer not to say,Brazil,Marketing Manager,Engineering,18,35,Hybrid,2.04,3.82,9.8,9.7,5.2,9.6,15,FALSE,3.96,FALSE,8,80K-100K,1.92,8,2.38,FALSE
1181,27,Non-binary,UK,Customer Support,IT,12,31,Hybrid,3.05,5.55,8.05,6.6,5.8,0.9,94,FALSE,4.3,TRUE,2,<40K,2.86,42,8.28,FALSE
1182,43,Male,USA,Project Manager,Engineering,7,50,Hybrid,1.89,6.85,6.22,1.05,7.7,0,92,TRUE,4.78,TRUE,0,60K-80K,8.34,3,7.85,FALSE
1183,32,Male,USA,Sales Associate,Engineering,17,52,Yes,4.9,3.9,1.24,4.74,8,6.7,76,TRUE,3.9,FALSE,0,100K+,5.32,11,9.71,FALSE
1184,37,Female,Australia,Project Manager,Support,1,53,No,2.14,1.37,8.43,4.93,4.9,6.1,22,FALSE,6.02,TRUE,1,100K+,9.67,27,9.42,FALSE
1185,54,Non-binary,Brazil,Data Scientist,Marketing,17,32,Yes,4.94,5.46,2.59,8.28,8.7,7.4,13,FALSE,4.5,TRUE,5,100K+,10,9,2.93,FALSE
1186,30,Female,UK,Software Engineer,HR,17,46,No,7.59,1.12,1.5,3.75,7.9,7.3,102,TRUE,3.33,FALSE,0,80K-100K,8.21,15,5.18,TRUE
1187,27,Male,India,Marketing Manager,Sales,10,58,No,7.15,9.56,8.65,3.98,8.3,8.6,1,FALSE,9.14,TRUE,6,60K-80K,3.32,32,9.2,TRUE
1188,37,Male,Canada,IT Admin,Support,0,36,Hybrid,3.52,8.17,6.1,1.63,4.7,9.2,11,FALSE,3.78,FALSE,3,<40K,3.08,11,6.77,FALSE
1189,50,Prefer not to say,Canada,Sales Associate,Sales,13,58,Hybrid,7.06,2.73,2.16,3.55,4.7,7.8,57,TRUE,7.29,FALSE,6,<40K,3.28,3,5.17,TRUE
1190,24,Non-binary,Germany,Marketing Manager,HR,15,50,Yes,9.35,3.59,4.48,7.45,5.5,2.3,91,FALSE,4.13,FALSE,3,80K-100K,9.88,26,1.98,TRUE
1191,41,Male,UK,Project Manager,Support,10,34,No,4.13,9.85,1.77,6.71,4.3,4.6,95,FALSE,4.92,FALSE,3,<40K,4.02,7,4.17,FALSE
1192,57,Prefer not to say,Brazil,HR Specialist,Sales,0,52,Hybrid,3.96,4.36,6.74,1.73,4.5,6.4,55,FALSE,3.12,TRUE,3,<40K,7.36,28,6.99,FALSE
1193,40,Non-binary,Germany,Data Scientist,Engineering,6,30,Hybrid,6.14,8.05,3.54,2.03,4.7,5.4,112,TRUE,7.77,FALSE,9,60K-80K,9.63,39,7.99,FALSE
1194,47,Female,Australia,Software Engineer,Engineering,15,37,Hybrid,3.21,5.02,8.79,4.39,7.6,1.6,23,FALSE,7.63,FALSE,9,80K-100K,8.38,4,5.02,FALSE
1195,24,Non-binary,Brazil,Data Scientist,Sales,13,41,Hybrid,6.86,8.78,4.22,7.69,4.2,5.9,36,FALSE,1.2,TRUE,7,80K-100K,6.38,30,1.5,FALSE
1196,40,Non-binary,Germany,HR Specialist,Sales,14,43,Yes,8.49,7.33,5.45,8.5,4.4,8.9,28,TRUE,1.54,FALSE,1,100K+,2.52,38,6.7,TRUE
1197,41,Male,USA,Software Engineer,HR,13,45,Yes,5.13,1.21,1.57,1.13,8.7,4.2,115,FALSE,9.3,TRUE,7,<40K,2.57,14,9.29,FALSE
1198,53,Male,Canada,HR Specialist,IT,20,39,Hybrid,7.12,3.65,3.48,3.96,4.4,6.7,41,FALSE,9,TRUE,9,40K-60K,5.43,36,5.47,TRUE
1199,28,Non-binary,Brazil,Data Scientist,IT,10,44,Hybrid,6.87,6.02,7.09,4.82,6.7,6.2,17,TRUE,5.55,FALSE,0,60K-80K,9.57,31,9.36,FALSE
1200,54,Male,Germany,Project Manager,Sales,15,50,Hybrid,1.35,9.34,7.63,9.2,7.2,3.8,2,FALSE,5.44,FALSE,6,60K-80K,9.14,19,4.19,FALSE
1201,39,Male,USA,Customer Support,Support,18,53,Hybrid,2.65,1.92,3.19,5.51,8.8,5.7,76,FALSE,8.31,TRUE,6,40K-60K,2.5,49,8.98,FALSE
1202,22,Male,UK,Data Scientist,Engineering,16,55,Hybrid,9.04,6.41,5.53,3.43,8.5,2.1,12,FALSE,2.25,TRUE,5,100K+,3.59,12,8.08,TRUE
1203,32,Prefer not to say,Germany,Data Scientist,Marketing,5,44,No,9.45,3.72,8.36,4.51,6.2,5.5,105,TRUE,6.88,FALSE,3,40K-60K,6.3,49,9.66,TRUE
1204,49,Prefer not to say,Australia,Data Scientist,HR,10,39,No,8.02,9,4.42,4.93,8.7,8,28,FALSE,5.28,FALSE,4,40K-60K,5.3,15,8.12,TRUE
1205,46,Non-binary,Australia,Sales Associate,HR,16,50,No,9.29,7.89,2.2,7.03,6.2,7.6,65,TRUE,7.69,FALSE,0,100K+,2.07,9,3.89,TRUE
1206,44,Male,Australia,HR Specialist,Marketing,8,57,No,3.76,4.33,4.89,1.37,7.3,3.6,58,TRUE,1.27,FALSE,1,40K-60K,4.32,27,9.11,FALSE
1207,52,Prefer not to say,Brazil,IT Admin,Sales,17,36,Hybrid,3.23,2.5,6.41,4.51,5.3,1.1,91,TRUE,6.33,FALSE,9,100K+,9.59,20,7.03,FALSE
1208,51,Non-binary,Canada,HR Specialist,HR,16,55,No,4.46,1.1,1.07,6.82,7.2,8,47,TRUE,6.01,FALSE,6,<40K,9.56,28,2.46,FALSE
1209,56,Male,Germany,Marketing Manager,HR,11,32,No,1.5,6.59,4.14,3.55,6.7,2.7,3,TRUE,8.57,FALSE,1,100K+,6.03,25,1.41,FALSE
1210,28,Female,UK,HR Specialist,Support,4,31,Yes,8.29,4.66,6.47,6.33,7,0.5,50,TRUE,7.09,FALSE,7,80K-100K,6.72,16,4.29,TRUE
1211,37,Male,Germany,Marketing Manager,Sales,10,35,No,9.86,3.83,9.57,4.22,7.4,4.5,4,TRUE,8.92,TRUE,6,80K-100K,3,18,8.08,TRUE
1212,47,Male,Canada,Sales Associate,Sales,3,50,No,8.42,9.87,4.68,7.83,4.9,7.4,38,FALSE,8.99,TRUE,9,40K-60K,7.68,36,6.56,TRUE
1213,23,Prefer not to say,USA,Project Manager,Support,3,38,Hybrid,5.99,5.2,2.47,1.55,5.5,8.1,40,FALSE,4.67,TRUE,7,80K-100K,1.47,4,5.74,FALSE
1214,22,Non-binary,Canada,Marketing Manager,Support,2,39,No,3.66,7.75,5.81,9.26,7.7,9.8,4,TRUE,2.24,TRUE,3,100K+,2.99,21,1.03,FALSE
1215,33,Non-binary,Australia,Data Scientist,Sales,16,33,No,2.78,2.6,3.57,2.54,4.8,1.9,7,FALSE,6.67,FALSE,0,<40K,1.05,27,4.92,FALSE
1216,26,Prefer not to say,Brazil,Project Manager,HR,6,56,Hybrid,4.28,1.12,2.93,2.43,5.7,2.9,97,FALSE,8.86,FALSE,6,100K+,4.47,1,2.42,FALSE
1217,58,Male,USA,Customer Support,Sales,3,32,No,7,4.76,6.31,8.57,7.3,6.1,117,FALSE,1.67,FALSE,0,60K-80K,8.65,5,5.09,FALSE
1218,53,Female,Brazil,Sales Associate,IT,12,38,Hybrid,5.02,6.99,9.24,8.82,8.7,8.1,55,TRUE,6.02,TRUE,6,40K-60K,9.84,44,9.93,FALSE
1219,30,Male,Australia,HR Specialist,HR,11,53,No,9.41,5.56,8.52,1.84,4.4,2.3,24,FALSE,2.03,TRUE,8,<40K,7.01,46,8.92,TRUE
1220,56,Male,India,Marketing Manager,Engineering,0,51,Yes,8.69,9.01,2.64,9.18,6.6,4.1,90,TRUE,1.24,FALSE,4,40K-60K,7.7,10,3.8,TRUE
1221,40,Female,Canada,IT Admin,Marketing,20,46,Yes,1.92,4.91,7.89,3.46,4.4,4.1,51,TRUE,7.12,TRUE,1,60K-80K,3.36,21,6.34,FALSE
1222,37,Prefer not to say,Canada,Data Scientist,Marketing,18,43,No,2.18,3.8,3.07,6.57,5.9,7.7,51,FALSE,7.14,FALSE,0,80K-100K,5.68,10,5.52,FALSE
1223,24,Non-binary,UK,Software Engineer,Marketing,20,39,Yes,7.09,9.24,3.62,1.62,4.9,2.4,6,TRUE,6.41,FALSE,7,60K-80K,7.63,26,2.17,TRUE
1224,41,Prefer not to say,Germany,Customer Support,IT,19,42,Hybrid,3.08,4.66,9.28,4.43,7.2,9.7,60,TRUE,8.73,TRUE,3,80K-100K,5.48,16,9.91,FALSE
1225,45,Prefer not to say,USA,Software Engineer,IT,17,41,No,8.12,3.43,9.2,5.06,7.8,5.1,99,TRUE,1.73,TRUE,7,40K-60K,1.8,38,4.83,TRUE
1226,54,Male,Brazil,Project Manager,Marketing,10,56,Hybrid,6.32,1.88,2.52,6.4,5.2,2.8,95,FALSE,1.95,FALSE,1,40K-60K,7.67,3,5.55,FALSE
1227,45,Non-binary,USA,HR Specialist,HR,19,30,Yes,3.07,8.14,1.58,5.73,7.6,2.8,84,FALSE,8.78,TRUE,2,40K-60K,2.98,20,6.83,FALSE
1228,32,Non-binary,UK,IT Admin,Sales,2,57,Hybrid,5.31,8.43,3.64,5.15,6.2,0.2,46,FALSE,5.53,FALSE,2,100K+,1.88,47,2.72,FALSE
1229,29,Prefer not to say,UK,Software Engineer,Sales,16,51,Yes,4.65,1.3,6.24,9.64,5.4,6.9,81,TRUE,3.46,FALSE,3,<40K,5.3,5,3,FALSE
1230,57,Female,Brazil,Project Manager,Marketing,11,58,Yes,8.86,4.23,8.89,2.67,6.6,7.8,65,FALSE,7.64,FALSE,8,100K+,1.67,6,2.73,TRUE
1231,59,Prefer not to say,Germany,Sales Associate,Marketing,9,48,Yes,1.29,7.75,2.07,2.42,5.9,0.3,58,FALSE,9.05,FALSE,8,60K-80K,6.66,25,4.46,FALSE
1232,41,Female,Brazil,Project Manager,Marketing,7,48,Hybrid,9.06,9.52,4.73,7.42,5.1,5.9,109,FALSE,7.21,TRUE,4,<40K,6.76,25,2.8,TRUE
1233,56,Non-binary,Brazil,Customer Support,Sales,14,35,Yes,6.87,4.4,3.45,1.67,7.8,7.8,105,TRUE,8.13,FALSE,6,40K-60K,3.31,12,9.34,FALSE
1234,46,Prefer not to say,Australia,IT Admin,HR,4,42,No,7.64,8.85,1.13,5.35,8,3.8,4,TRUE,3.54,TRUE,8,40K-60K,9.68,1,7.43,TRUE
1235,56,Male,Germany,IT Admin,IT,3,48,Yes,1.02,4.54,8.1,5.36,8,4.3,43,FALSE,3.6,FALSE,0,40K-60K,8.42,42,9.08,FALSE
1236,46,Prefer not to say,Canada,Project Manager,Sales,20,42,No,6.65,2.62,8.32,3.79,5.9,3.6,41,TRUE,8.78,TRUE,1,80K-100K,1.99,3,8.64,FALSE
1237,50,Non-binary,Australia,Customer Support,Sales,19,56,No,6.3,1.03,2.99,9.37,4.8,3.2,60,FALSE,6.53,FALSE,5,60K-80K,7.74,21,7.33,FALSE
1238,39,Male,India,Project Manager,HR,18,55,No,5.83,3.97,2.36,3.54,8.2,4.9,62,FALSE,3.11,FALSE,2,100K+,4.18,5,3.18,FALSE
1239,39,Male,Germany,IT Admin,Support,20,51,No,8.07,4.41,2.3,3.6,5.6,1.7,49,TRUE,5.72,TRUE,6,60K-80K,7.75,15,6.54,TRUE
1240,23,Female,UK,IT Admin,Support,3,50,Hybrid,6,9.51,5.18,3.11,7.7,4.4,37,TRUE,7.17,FALSE,4,80K-100K,8.21,4,2.68,FALSE
1241,56,Male,Australia,Data Scientist,Engineering,14,33,No,8.71,2.85,3.22,2.31,8.1,9.4,91,TRUE,2.97,FALSE,9,80K-100K,2.36,19,2.19,TRUE
1242,37,Male,Germany,Project Manager,HR,16,53,Yes,3.09,4.44,5.6,4.28,7.8,0.3,94,TRUE,6.89,FALSE,7,60K-80K,6.96,17,6.69,FALSE
1243,57,Prefer not to say,USA,Marketing Manager,Marketing,11,31,No,8.25,1.23,4.46,7.13,5.9,1.6,53,TRUE,1.38,FALSE,0,80K-100K,8.76,8,6.62,TRUE
1244,54,Non-binary,Brazil,Project Manager,Support,2,44,Yes,2.61,7.87,2.9,7.68,8.7,7.8,43,TRUE,3.73,TRUE,8,<40K,3.91,37,2.41,FALSE
1245,25,Female,India,IT Admin,Engineering,9,41,Hybrid,8.32,9.24,7.76,8.32,7.3,1.3,23,FALSE,7.07,TRUE,9,40K-60K,1.72,24,4.17,TRUE
1246,54,Prefer not to say,Canada,Data Scientist,Marketing,14,59,No,9.46,3.14,2.35,2.78,6.9,2.7,62,FALSE,2.34,FALSE,5,100K+,1.25,4,1.6,TRUE
1247,35,Male,Brazil,Data Scientist,IT,9,56,Yes,4.02,4.86,8.19,1.32,7.5,4.5,96,TRUE,3,FALSE,4,80K-100K,1.99,24,7.44,FALSE
1248,42,Male,USA,Sales Associate,HR,17,36,Hybrid,5.77,2.1,6.05,9.77,4.2,9.4,38,TRUE,8.91,FALSE,7,100K+,1.04,19,9.89,FALSE
1249,41,Female,USA,Customer Support,Engineering,0,49,Hybrid,6.92,5.11,8.49,1.13,6,1.8,11,FALSE,7.07,TRUE,3,40K-60K,3.94,24,7.66,FALSE
1250,29,Non-binary,India,HR Specialist,Marketing,2,47,Yes,1.72,2.2,1.04,9.65,8.4,9.2,62,FALSE,5.49,FALSE,8,60K-80K,3.69,41,8.6,FALSE
1251,28,Female,Canada,Software Engineer,IT,20,52,No,5.45,5.71,7.74,8.46,4.8,7.2,102,TRUE,2.9,TRUE,4,40K-60K,1.99,45,5.29,FALSE
1252,24,Prefer not to say,UK,Software Engineer,Sales,11,42,Hybrid,4.25,7.61,1.46,9.21,6.1,6.7,8,TRUE,4.07,TRUE,0,100K+,6.86,21,1.86,FALSE
1253,38,Female,Australia,Project Manager,Marketing,0,46,Yes,8.85,5.98,9.55,4.48,6,7.2,115,FALSE,6.17,TRUE,7,<40K,9.93,17,7.54,TRUE
1254,54,Male,Canada,Sales Associate,IT,2,33,No,8.89,3.21,7.32,2.77,5.8,0.3,78,FALSE,2.4,TRUE,8,60K-80K,9.11,8,3.31,TRUE
1255,33,Prefer not to say,Germany,Project Manager,Engineering,2,54,Hybrid,7.31,4.18,3.88,6.46,6.8,1,86,FALSE,5.34,FALSE,4,80K-100K,3.28,31,4.49,TRUE
1256,43,Male,USA,Software Engineer,Support,4,43,Yes,6.9,6.75,3.88,7.67,9,3.3,107,FALSE,4.68,FALSE,4,<40K,7.93,19,7.33,FALSE
1257,43,Non-binary,Germany,Customer Support,Sales,18,49,Hybrid,7.6,6.31,8.75,2.18,5.3,0.7,108,FALSE,5.29,TRUE,5,40K-60K,9.43,11,9.14,TRUE
1258,51,Male,UK,IT Admin,Sales,0,57,Hybrid,4.29,2.23,9.13,8.18,7.5,9.9,21,TRUE,1.95,TRUE,8,100K+,9.16,46,5.38,FALSE
1259,59,Male,Germany,Customer Support,Engineering,3,42,Yes,4.64,8.6,9.02,2.88,7.8,5.8,35,FALSE,1.96,FALSE,4,100K+,8.96,23,9.65,FALSE
1260,59,Female,Canada,Customer Support,IT,3,32,Hybrid,5.98,5.28,8.28,5.43,6.9,4.9,73,TRUE,9.68,FALSE,1,100K+,8.08,37,5.68,FALSE
1261,29,Male,Germany,Data Scientist,HR,16,55,Yes,9.44,2.46,8.37,8.71,4.5,7.9,27,FALSE,9.81,FALSE,2,40K-60K,3.64,28,2.1,TRUE
1262,48,Prefer not to say,UK,IT Admin,IT,13,55,No,7.52,2.11,6.15,2.74,6.9,9.8,55,TRUE,4.84,FALSE,9,60K-80K,1.75,23,5.67,TRUE
1263,48,Prefer not to say,UK,HR Specialist,Engineering,17,47,Yes,5.96,9.69,1.25,3.18,8.8,9.6,98,FALSE,8.1,TRUE,2,80K-100K,5.39,12,8.75,FALSE
1264,55,Non-binary,UK,IT Admin,Engineering,0,43,No,7.93,3.53,1.78,1.56,5.7,7.9,119,TRUE,6.9,FALSE,8,<40K,1.49,16,5.84,TRUE
1265,42,Prefer not to say,Canada,Sales Associate,Marketing,15,44,Hybrid,4.34,9.18,6.85,2.32,7.2,3.8,28,FALSE,2.05,TRUE,7,40K-60K,9.99,16,7.73,FALSE
1266,51,Female,UK,Data Scientist,HR,2,32,Yes,7.57,4.7,4.61,2.32,8.8,0.7,4,TRUE,3.67,FALSE,5,100K+,4.22,14,5.93,TRUE
1267,54,Non-binary,USA,HR Specialist,Support,20,30,Yes,4.7,4.47,6.11,2.83,8,1,3,FALSE,3.82,TRUE,4,80K-100K,9.63,7,5.91,FALSE
1268,49,Prefer not to say,Brazil,Sales Associate,Sales,8,55,Yes,3.52,7.31,3.08,3.58,7.4,0,50,TRUE,6.36,FALSE,9,100K+,7.96,21,3.56,FALSE
1269,54,Female,UK,Sales Associate,Engineering,3,53,Yes,6.49,1.09,6.84,8.33,8.9,0,14,TRUE,6.22,FALSE,1,40K-60K,4.7,21,2.81,FALSE
1270,26,Prefer not to say,Germany,Software Engineer,Marketing,20,46,No,7.18,4.04,3.19,9.24,4.9,9.4,93,TRUE,9.31,FALSE,8,100K+,2.06,41,3.51,TRUE
1271,40,Prefer not to say,Australia,Data Scientist,IT,4,32,No,5.13,3.72,5.15,4.66,7.9,9.3,59,TRUE,8.11,FALSE,9,40K-60K,3.13,35,4.97,FALSE
1272,25,Male,Germany,Sales Associate,Support,10,43,Hybrid,6.09,8.81,5.31,2.15,6,6.7,25,FALSE,8.71,TRUE,7,100K+,7.06,46,8.29,FALSE
1273,56,Prefer not to say,Australia,Marketing Manager,Support,20,32,Hybrid,7.25,5.76,2.6,3.01,5.8,7.3,22,FALSE,9.02,FALSE,4,40K-60K,8.47,24,8.46,TRUE
1274,38,Prefer not to say,Germany,Customer Support,Sales,8,42,Hybrid,7.91,4.28,8.89,7.63,6.6,5.1,102,TRUE,8.21,FALSE,5,100K+,9.81,1,2.47,TRUE
1275,49,Female,Canada,Sales Associate,Marketing,2,44,Hybrid,9.06,3.39,5.73,7.1,4.2,2.4,28,FALSE,4,TRUE,8,80K-100K,2.19,14,5.98,TRUE
1276,51,Female,Germany,HR Specialist,IT,5,47,Yes,4.19,6.31,8.8,9.7,5.6,9.1,85,TRUE,2.94,TRUE,0,80K-100K,2.4,20,4.74,FALSE
1277,50,Male,Canada,Software Engineer,HR,10,43,No,9.56,2.37,3.36,1.13,4.8,2.8,98,FALSE,6.15,TRUE,3,100K+,1.38,28,6.14,TRUE
1278,27,Prefer not to say,Canada,Project Manager,Support,8,50,No,6.74,3.22,2.55,7.76,4.7,7.4,56,FALSE,7.21,TRUE,4,100K+,3.34,18,6.83,FALSE
1279,56,Male,UK,Customer Support,HR,14,55,No,8.09,3.64,1.16,5.55,5.7,2.5,61,TRUE,4.48,FALSE,8,40K-60K,8.39,3,3.52,TRUE
1280,58,Prefer not to say,USA,Software Engineer,Sales,2,32,No,7.3,6.47,1.84,9.12,8,8.7,58,FALSE,8.64,FALSE,4,40K-60K,2.78,27,9.27,TRUE
1281,45,Non-binary,Australia,Project Manager,HR,0,48,Hybrid,2.85,4.36,2.33,6.19,5,6.5,47,TRUE,9.65,FALSE,4,40K-60K,5.93,6,9.42,FALSE
1282,50,Non-binary,UK,Data Scientist,Engineering,19,37,Yes,1.64,5.55,1.71,5.02,6.7,6.4,110,FALSE,6.12,FALSE,2,60K-80K,5.02,4,1.95,FALSE
1283,52,Male,UK,Data Scientist,Support,18,33,No,7.54,6.85,9.07,6.99,7.7,1,81,FALSE,5.11,TRUE,7,100K+,3.93,1,7.33,TRUE
1284,56,Male,Brazil,Sales Associate,IT,13,33,Yes,5.6,9.61,9.2,8.5,5.2,4.2,34,FALSE,8.59,FALSE,6,100K+,6.57,21,1.3,FALSE
1285,54,Male,Canada,Marketing Manager,Marketing,16,48,Yes,7.32,7.88,9.44,3.54,8.6,5.2,45,TRUE,1.22,TRUE,7,100K+,5.52,35,1.42,TRUE
1286,42,Female,Canada,Data Scientist,Engineering,13,40,Yes,5.29,4.65,9.64,1.97,8.3,2.9,32,FALSE,2.16,FALSE,3,100K+,4.01,28,9.62,FALSE
1287,53,Female,Australia,IT Admin,Sales,16,30,Yes,3.81,7.73,5.43,4.9,5.3,8.8,70,TRUE,8.61,TRUE,7,40K-60K,7.2,18,7.25,FALSE
1288,44,Female,Germany,Sales Associate,Engineering,13,37,No,3.57,9.55,5.77,2.93,8.9,8.4,97,TRUE,7.59,TRUE,9,40K-60K,3.52,35,3.92,FALSE
